Upstream G:A:V,Downstream G:A:V
org.apache.zookeeper:zookeeper:3.4.6,com.indoqa:indoqa-zookeeper:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,com.intropro.prairie:zookeeper-unit:1.1.0
org.apache.zookeeper:zookeeper:3.4.6,com.jeesuite:jeesuite-scheduler:1.0.3
org.apache.zookeeper:zookeeper:3.4.6,com.liferay:com.liferay.portal.search.solr:2.0.2
org.apache.zookeeper:zookeeper:3.4.6,com.loopfor.zookeeper:zookeeper-client_2.10:1.2.1
org.apache.zookeeper:zookeeper:3.4.6,com.loopfor.zookeeper:zookeeper-client_2.11:1.3
org.apache.zookeeper:zookeeper:3.4.6,com.neovisionaries:nv-zookeeper:1.1
org.apache.zookeeper:zookeeper:3.4.6,com.netflix.exhibitor:exhibitor-core:1.5.6-rc.1
org.apache.zookeeper:zookeeper:3.4.6,com.nexusy:xrpc:1.1.4
org.apache.zookeeper:zookeeper:3.4.6,com.salesforce.argus:argus-core:2.3.0
org.apache.zookeeper:zookeeper:3.4.6,com.sharksharding:shark:2.0.0.RELEASE
org.apache.zookeeper:zookeeper:3.4.6,com.srotya:linea:0.0.15
org.apache.zookeeper:zookeeper:3.4.6,com.srotya.tau:flume-flow-log-parser:0.0.5
org.apache.zookeeper:zookeeper:3.4.6,com.tencent.bk.base.datahub:hadoop-common:2.7.3-bkbase.1
org.apache.zookeeper:zookeeper:3.4.6,com.twitter:util-zk-common_2.10:6.26.0
org.apache.zookeeper:zookeeper:3.4.6,com.twitter:util-zk-common_2.11:6.24.0
org.apache.zookeeper:zookeeper:3.4.6,com.twitter:util-zk-test_2.10:6.24.0
org.apache.zookeeper:zookeeper:3.4.6,com.twitter:util-zk_2.10:6.25.0
org.apache.zookeeper:zookeeper:3.4.6,com.twitter:util-zk_2.11:6.24.0
org.apache.zookeeper:zookeeper:3.4.6,com.v5analytics.simpleorm:simple-orm-accumulo:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,com.weghst.setaria:setaria-client:1.2.0
org.apache.zookeeper:zookeeper:3.4.6,com.wichell:framework-rpc:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,com.xuxueli:xxl-conf-core:1.3.0
org.apache.zookeeper:zookeeper:3.4.6,com.xuxueli:xxl-mq-client:1.1.1
org.apache.zookeeper:zookeeper:3.4.6,com.yahoo.omid:hbase-client:0.8.0-alpha
org.apache.zookeeper:zookeeper:3.4.6,info.batey.kafka:kafka-unit:0.1.3
org.apache.zookeeper:zookeeper:3.4.6,io.appform.hbase.ds:hbase-ds:0.0.3
org.apache.zookeeper:zookeeper:3.4.6,io.arenadata.hive:hive-jdbc:2.3.8-arenadata-pxf-3
org.apache.zookeeper:zookeeper:3.4.6,io.bddhub:detective.core:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,io.bootique.kafka:bootique-kafka-client-0.8:1.0.RC1
org.apache.zookeeper:zookeeper:3.4.6,io.bootique.kafka.client:bootique-kafka-client-0.8:0.3
org.apache.zookeeper:zookeeper:3.4.6,io.fabric8:elasticsearch-zookeeper:1.3.2_1
org.apache.zookeeper:zookeeper:3.4.6,io.fabric8:fabric-zookeeper-jgroups:1.2.0.Beta2
org.apache.zookeeper:zookeeper:3.4.6,io.fluo:fluo-accumulo:1.0.0-beta-2
org.apache.zookeeper:zookeeper:3.4.6,io.fluo:fluo-core:1.0.0-beta-2
org.apache.zookeeper:zookeeper:3.4.6,io.github.antonkharenko:configurator:0.0.1
org.apache.zookeeper:zookeeper:3.4.6,io.prediction:data_2.10:0.9.2
org.apache.zookeeper:zookeeper:3.4.6,io.symcpe.hendrix:flume-flow-log-parser:0.0.25
org.apache.zookeeper:zookeeper:3.4.6,me.jeffshaw.kafka:kafka_2.10:0.8.2.1
org.apache.zookeeper:zookeeper:3.4.6,me.jeffshaw.kafka:kafka_2.11:0.8.2.1
org.apache.zookeeper:zookeeper:3.4.6,me.lessis:zoey-core_2.10:0.1.2
org.apache.zookeeper:zookeeper:3.4.6,me.lessis:zoey-core_2.11:0.1.1
org.apache.zookeeper:zookeeper:3.4.6,me.lessis:zoey-testing_2.10:0.1.1
org.apache.zookeeper:zookeeper:3.4.6,me.lessis:zoey-testing_2.11:0.1.1
org.apache.zookeeper:zookeeper:3.4.6,net.dempsy:dempsy-cluster.zookeeper:2.1.1
org.apache.zookeeper:zookeeper:3.4.6,net.manub:scalatest-embedded-kafka_2.11:0.4.3
org.apache.zookeeper:zookeeper:3.4.6,net.opentsdb:opentsdb:2.4.0
org.apache.zookeeper:zookeeper:3.4.6,net.revelc.code:zookeeper-maven-plugin:1.0.1
org.apache.zookeeper:zookeeper:3.4.6,org.apache.accumulo:accumulo-core:1.9.3
org.apache.zookeeper:zookeeper:3.4.6,org.apache.accumulo:accumulo-fate:1.9.1
org.apache.zookeeper:zookeeper:3.4.6,org.apache.accumulo:accumulo-gc:1.7.2
org.apache.zookeeper:zookeeper:3.4.6,org.apache.accumulo:accumulo-master:1.7.2
org.apache.zookeeper:zookeeper:3.4.6,org.apache.curator:curator-client:2.5.0
org.apache.zookeeper:zookeeper:3.4.6,org.apache.curator:curator-examples:2.7.0
org.apache.zookeeper:zookeeper:3.4.6,org.apache.edgent.java7:edgent-connectors-kafka:1.2.0
org.apache.zookeeper:zookeeper:3.4.6,org.apache.hadoop.contrib:hadoop-hdfs-bkjournal:2.7.1
org.apache.zookeeper:zookeeper:3.4.6,org.apache.livy:livy-integration-test:0.7.0-incubating
org.apache.zookeeper:zookeeper:3.4.6,org.apache.rya:rya.merger:4.0.0-incubating
org.apache.zookeeper:zookeeper:3.4.6,org.apache.rya:rya.periodic.notification.twill:4.0.1
org.apache.zookeeper:zookeeper:3.4.6,org.apache.samoa:samoa-apex:0.5.0-incubating
org.apache.zookeeper:zookeeper:3.4.6,org.apache.samoa:samoa-storm:0.3.0-incubating
org.apache.zookeeper:zookeeper:3.4.6,org.apache.solr:solr-analysis-extras:6.0.1
org.apache.zookeeper:zookeeper:3.4.6,org.apache.solr:solr-analytics:5.5.0
org.apache.zookeeper:zookeeper:3.4.6,org.blazingcache:blazingcache-core:1.4.0
org.apache.zookeeper:zookeeper:3.4.6,org.datavec:datavec-hadoop:1.0.0-beta5
org.apache.zookeeper:zookeeper:3.4.6,org.deeplearning4j:deeplearning4j-modelexport-solr:1.0.0-beta5
org.apache.zookeeper:zookeeper:3.4.6,org.deeplearning4j:dl4j-streaming_2.10:0.6.0
org.apache.zookeeper:zookeeper:3.4.6,org.deeplearning4j:dl4j-streaming_2.11:0.9.1_spark_1
org.apache.zookeeper:zookeeper:3.4.6,org.dromara:raincat-core:2.0.0-RELEASE
org.apache.zookeeper:zookeeper:3.4.6,org.jupiter-rpc:jupiter-all:1.2.14
org.apache.zookeeper:zookeeper:3.4.6,org.jupiter-rpc:jupiter-registry-zookeeper:1.2.14
org.apache.zookeeper:zookeeper:3.4.6,org.lable.oss.dynamicconfig:zookeeper-connection:2.6-beta10
org.apache.zookeeper:zookeeper:3.4.6,org.lable.oss.dynamicconfig.provider:dynamic-config-provider-zookeeper:2.0
org.apache.zookeeper:zookeeper:3.4.6,org.lable.oss.dynamicconfig.provider:zookeeper:1.5.1
org.apache.zookeeper:zookeeper:3.4.6,org.lable.oss.uniqueid:uniqueid-zookeeper:2.3
org.apache.zookeeper:zookeeper:3.4.6,org.majordodo:majordodo-client:0.5.0
org.apache.zookeeper:zookeeper:3.4.6,org.majordodo:majordodo-core:0.6.0
org.apache.zookeeper:zookeeper:3.4.6,org.mandas.kafka:kafka-cluster-unit:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,org.neolumin.simpleorm:simple-orm-accumulo:0.1.0
org.apache.zookeeper:zookeeper:3.4.6,org.spark-project.hive.hcatalog:hive-webhcat:1.2.1.spark
org.apache.zookeeper:zookeeper:3.4.6,org.springframework.xd:spring-xd-dirt:1.0.4.RELEASE
org.apache.zookeeper:zookeeper:3.4.6,org.squbs:squbs-zkcluster_2.11:0.7.0
org.apache.zookeeper:zookeeper:3.4.6,org.tinygroup:org.tinygroup.remoteconfig.zk:2.2.1
org.apache.zookeeper:zookeeper:3.4.6,top.dogtcc.message:zookeeper:1.0-RELEASE
org.apache.zookeeper:zookeeper:3.4.6,top.naivete.framework:framework-common:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,uk.co.gresearch.siembol:config-editor-sync:1.3.0
org.apache.zookeeper:zookeeper:3.4.6,uk.co.gresearch.siembol:responding-stream:1.3.0
org.apache.zookeeper:zookeeper:3.4.6,uk.co.gresearch.siembol:storm-topology-manager:2.0.0
org.apache.zookeeper:zookeeper:3.4.6,uk.co.trenddevs:jgroups-zookeeper-ping:1.0.0
org.apache.zookeeper:zookeeper:3.4.6,xin.bluesky:leiothrix-server:0.1
org.apache.kafka:kafka-clients:2.8.0,biz.paluch.logging:logstash-gelf:1.15.0
org.apache.kafka:kafka-clients:2.8.0,cn.benma666:myutils:0.2.0
org.apache.kafka:kafka-clients:2.8.0,com.adform:stream-loader-core_2.13:0.1.7
org.apache.kafka:kafka-clients:2.8.0,com.alibaba:table-computing:1.0.0
org.apache.kafka:kafka-clients:2.8.0,com.bakdata.fluent-kafka-streams-tests:fluent-kafka-streams-tests:2.4.1
org.apache.kafka:kafka-clients:2.8.0,com.bakdata.kafka:large-message-core:2.1.2
org.apache.kafka:kafka-clients:2.8.0,com.bakdata.kafka:streams-bootstrap:1.9.1
org.apache.kafka:kafka-clients:2.8.0,com.clivern:kafka-sdk:0.1.0
org.apache.kafka:kafka-clients:2.8.0,com.consol.citrus:citrus-kafka:3.1.0
org.apache.kafka:kafka-clients:2.8.0,com.ebiznext:comet-spark2_2.11:0.2.4
org.apache.kafka:kafka-clients:2.8.0,com.ebiznext:comet-spark3_2.12:0.2.6
org.apache.kafka:kafka-clients:2.8.0,com.github.agourlay:cornichon-kafka_2.12:0.19.8
org.apache.kafka:kafka-clients:2.8.0,com.github.agourlay:cornichon-kafka_2.13:0.19.8
org.apache.kafka:kafka-clients:2.8.0,com.github.camel-tooling:camel-lsp-server:1.6.0
org.apache.kafka:kafka-clients:2.8.0,com.github.charithe:kafka-junit:4.2.0
org.apache.kafka:kafka-clients:2.8.0,com.github.fd4s:fs2-kafka_2.12:1.8.0
org.apache.kafka:kafka-clients:2.8.0,com.github.jchanghong:common-all:2.5.3
org.apache.kafka:kafka-clients:2.8.0,com.github.jchanghong:kotlin-lib-min:2.5.1.3
org.apache.kafka:kafka-clients:2.8.0,com.github.rahulsinghai:logback-kafka-appender:0.2.1
org.apache.kafka:kafka-clients:2.8.0,com.izettle:metrics-influxdb:1.3.4
org.apache.kafka:kafka-clients:2.8.0,com.jkoolcloud:tnt4j-kafka-sink:2.14.3
org.apache.kafka:kafka-clients:2.8.0,com.markosindustries.distroboy:kafka:0.5.2
org.apache.kafka:kafka-clients:2.8.0,com.mydataharbor:kafka-2.8.x-plugin:1.1.0
org.apache.kafka:kafka-clients:2.8.0,com.networknt:kafka-consumer:2.0.32
org.apache.kafka:kafka-clients:2.8.0,com.networknt:kafka-producer:2.1.0
org.apache.kafka:kafka-clients:2.8.0,com.networknt:kafka-streams:2.1.0
org.apache.kafka:kafka-clients:2.8.0,com.omarsmak.kafka:consumer-lag-monitoring:0.1.2
org.apache.kafka:kafka-clients:2.8.0,com.rbkmoney:kafka-common-lib:0.1.9
org.apache.kafka:kafka-clients:2.8.0,com.rbkmoney:mg-event-sink-listener-spring-boot-starter:0.0.7
org.apache.kafka:kafka-clients:2.8.0,com.salesforce.kafka.test:kafka-junit-core:3.2.3
org.apache.kafka:kafka-clients:2.8.0,com.salesforce.kafka.test:kafka-junit4:3.2.3
org.apache.kafka:kafka-clients:2.8.0,com.salesforce.kafka.test:kafka-junit5:3.2.3
org.apache.kafka:kafka-clients:2.8.0,com.truthbean:debbie-kafka:0.5.1-RELEASE
org.apache.kafka:kafka-clients:2.8.0,de.viadee.camunda:camunda-kafka-polling-client:2.0.0
org.apache.kafka:kafka-clients:2.8.0,dev.zio:zio-kafka_2.12:0.15.0
org.apache.kafka:kafka-clients:2.8.0,dev.zio:zio-kafka_2.13:0.15.0
org.apache.kafka:kafka-clients:2.8.0,dev.zio:zio-kafka_3:0.16.0
org.apache.kafka:kafka-clients:2.8.0,eu.de4a:de4a-kafka-client:0.1.9
org.apache.kafka:kafka-clients:2.8.0,global.namespace.circe-kafka:circe-kafka_2.12:2.8.0
org.apache.kafka:kafka-clients:2.8.0,global.namespace.circe-kafka:circe-kafka_2.13:2.8.0
org.apache.kafka:kafka-clients:2.8.0,global.namespace.circe-kafka:circe-kafka_3:2.8.0
org.apache.kafka:kafka-clients:2.8.0,in.specmatic:junit5-support:0.25.5
org.apache.kafka:kafka-clients:2.8.0,in.specmatic:specmatic-core:0.26.0
org.apache.kafka:kafka-clients:2.8.0,io.annot8:annot8-components-kafka:1.2.0
org.apache.kafka:kafka-clients:2.8.0,io.apicurio:apicurio-registry-serde-common:2.1.3.Final
org.apache.kafka:kafka-clients:2.8.0,io.apicurio:apicurio-registry-utils-kafka:2.1.5.Final
org.apache.kafka:kafka-clients:2.8.0,io.confluent.parallelconsumer:parallel-consumer-core:0.4.0.1
org.apache.kafka:kafka-clients:2.8.0,io.debezium:debezium-testing-system:1.7.0.CR1
org.apache.kafka:kafka-clients:2.8.0,io.floodplain:streams:1.5.14
org.apache.kafka:kafka-clients:2.8.0,io.gitee.afucloud:afu-base-common-sdk:1.0.2
org.apache.kafka:kafka-clients:2.8.0,io.github.adven27:env-mq-kafka:4.0.7
org.apache.kafka:kafka-clients:2.8.0,io.github.adven27:exam-mq-kafka:6.0.0-beta-4
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-avro4s_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-avro4s_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-circe_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-circe_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-jackson_2.11:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-jackson_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-jackson_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-json4s_2.11:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-json4s_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-json4s_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-jsoniter-scala_2.11:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-jsoniter-scala_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-jsoniter-scala_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-play-json_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-play-json_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-scalapb_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-scalapb_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-upickle_2.12:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.azhur:kafka-serde-upickle_2.13:0.6.3
org.apache.kafka:kafka-clients:2.8.0,io.github.quickmsg:smqtt-rule-source-kafka:0.3.1
org.apache.kafka:kafka-clients:2.8.0,io.github.shanqiang-sq:jstream:1.0.32
org.apache.kafka:kafka-clients:2.8.0,io.github.tblsoft.solr:solr-cmd-utils:3.28
org.apache.kafka:kafka-clients:2.8.0,io.github.tradeworks:kafka-reverse-consumer:20210809.10
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:graal-kafka-client:0.0.0+2-86bf4f50
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:trace4cats-avro-kafka-consumer_2.12:0.10.1+101-a3f5d661
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:trace4cats-avro-kafka-consumer_2.13:0.10.1+138-1fb11d87
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:trace4cats-avro-kafka-exporter_2.12:0.12.0-RC1+95-d8e1ce7b
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:trace4cats-avro-kafka-exporter_2.13:0.10.1+107-a33acc5b
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:trace4cats-graal-kafka_2.12:0.10.1+134-fd264fc8
org.apache.kafka:kafka-clients:2.8.0,io.janstenpickle:trace4cats-graal-kafka_2.13:0.10.1+116-447ea1ed
org.apache.kafka:kafka-clients:2.8.0,io.kareldb:kareldb-core:1.0.4
org.apache.kafka:kafka-clients:2.8.0,io.kareldb:kareldb-server:1.0.4
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache:3.4.4
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache-bdbje:3.4.6
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache-caffeine:3.4.6
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache-lmdb:3.4.4
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache-mapdb:3.4.5
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache-rdbms:3.4.5
org.apache.kafka:kafka-clients:2.8.0,io.kcache:kcache-rocksdb:3.4.4
org.apache.kafka:kafka-clients:2.8.0,io.kmachine:kmachines-core:0.0.2
org.apache.kafka:kafka-clients:2.8.0,io.lenses:lenses-topology-client-kafka:0.0.6
org.apache.kafka:kafka-clients:2.8.0,io.micronaut.kafka:micronaut-kafka:3.3.0
org.apache.kafka:kafka-clients:2.8.0,io.mosip:kafka-admin-client:1.2.0
org.apache.kafka:kafka-clients:2.8.0,io.openlineage:openlineage-proxy:0.8.2
org.apache.kafka:kafka-clients:2.8.0,io.quarkus:quarkus-kafka-client:2.2.0.CR1
org.apache.kafka:kafka-clients:2.8.0,io.quarkus:quarkus-micrometer:2.0.0.CR1
org.apache.kafka:kafka-clients:2.8.0,io.smartdatalake:sdl-kafka_2.12:2.2.0
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-amazons3-fs:2.4.0
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-api:2.4.0
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-azure-storage-fs:2.4.3
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-commons-fs:2.4.0
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-filters:2.4.3
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-google-cloud-storage-fs:2.4.0
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-local-fs:2.4.3
org.apache.kafka:kafka-clients:2.8.0,io.streamthoughts:kafka-connect-filepulse-plugin:2.4.0
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-env-var-config-provider:0.1.0
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-kubernetes-config-provider:0.1.0
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-oauth-client:0.8.1
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-oauth-common:0.8.0
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-oauth-keycloak-authorizer:0.8.1
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-oauth-server:0.8.1
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-oauth-server-plain:0.8.1
org.apache.kafka:kafka-clients:2.8.0,io.strimzi:kafka-quotas-plugin:0.1.0
org.apache.kafka:kafka-clients:2.8.0,io.virtualan:virtualization:1.1.2
org.apache.kafka:kafka-clients:2.8.0,io.zeebe:zeebe-kafka-exporter:3.0.0
org.apache.kafka:kafka-clients:2.8.0,io.zeebe:zeebe-kafka-exporter-serde:3.0.0
org.apache.kafka:kafka-clients:2.8.0,kz.greetgo.kafka:greetgo.kafka:2.2.4
org.apache.kafka:kafka-clients:2.8.0,ml.zhangxujie:konfig-sdk-java:1.0.0
org.apache.kafka:kafka-clients:2.8.0,net.mguenther.kafka:kafka-junit:2.8.0
org.apache.kafka:kafka-clients:2.8.0,net.pincette:pincette-jes:1.3.1
org.apache.kafka:kafka-clients:2.8.0,net.pincette:pincette-jes-api:1.1.3
org.apache.kafka:kafka-clients:2.8.0,net.pincette:pincette-jes-util:1.4.5
org.apache.kafka:kafka-clients:2.8.0,net.pincette:pincette-mongo-streams:1.3.10
org.apache.kafka:kafka-clients:2.8.0,nl.pragmasoft.eventsourced:kafka-journal_2.13:20210830.1
org.apache.kafka:kafka-clients:2.8.0,nl.pragmasoft.eventsourced:utils_2.13:20210830.1
org.apache.kafka:kafka-clients:2.8.0,no.mnemonic.messaging:documentchannel-kafka:1.3.6
org.apache.kafka:kafka-clients:2.8.0,org.apache.plc4x:plc4j-apache-kafka:0.9.1
org.apache.kafka:kafka-clients:2.8.0,org.jbpm:jbpm-event-emitters-kafka:7.61.0.Final
org.apache.kafka:kafka-clients:2.8.0,org.kie.kogito:data-index-service-common:1.11.1.Final
org.apache.kafka:kafka-clients:2.8.0,org.piangles.core:Core:2.5
org.apache.kafka:kafka-clients:2.8.0,org.swisspush:kobuka-client:1.0.2
org.apache.kafka:kafka-clients:2.8.0,org.swisspush:kobuka-gen:1.0.2
org.apache.kafka:kafka-clients:2.8.0,org.teamapps:universal-db:0.5.4
org.apache.kafka:kafka-clients:2.8.0,org.wildfly:wildfly-microprofile-reactive-messaging-kafka:25.0.0.Beta1
org.apache.kafka:kafka-clients:2.8.0,ru.tinkoff:gatling-kafka-plugin_2.13:0.7.0
org.apache.kafka:kafka-clients:2.8.0,se.irori.kafka:claim-check-interceptors-core:0.7.0
org.apache.kafka:kafka-clients:2.8.0,uk.co.gresearch.siembol:responding-stream:2.1.0
org.apache.kafka:kafka-clients:2.8.0,uk.sky:kafka-topic-loader_2.12:1.5.3
org.apache.kafka:kafka-clients:2.8.0,uk.sky:kafka-topic-loader_2.13:1.5.3
ognl:ognl:2.6.9,cn.jants:ants-core:1.1.17
ognl:ognl:2.6.9,com.cohesiveintegrations.ddf.postgres:cohesive-source-postgres:1.3.0
ognl:ognl:2.6.9,com.cohesiveintegrations.ddf.postgres:postgres-provider:1.3.1
ognl:ognl:2.6.9,com.dexcoder:dexcoder-dal-batis:2.3.4
ognl:ognl:2.6.9,com.mattprovis:fluentmatcher-maven-plugin:0.1.3
ognl:ognl:2.6.9,com.seovic.coherence:core:0.5
ognl:ognl:2.6.9,io.github.xcr1234:dbutil:2.1
ognl:ognl:2.6.9,io.github.xcr1234:norm:1.3
ognl:ognl:2.6.9,net.sf.click:click-nodeps:1.5-M1
ognl:ognl:2.6.9,opensymphony:xwork:2.0-beta-3
ognl:ognl:2.6.9,org.alfasoftware:soapstone:2.1.0
ognl:ognl:2.6.9,org.apache.click:click-nodeps:2.2.0
ognl:ognl:2.6.9,org.codehaus.waffle:waffle:1.0-beta-1
ognl:ognl:2.6.9,org.codehaus.waffle:waffle-core:1.0
ognl:ognl:2.6.9,org.concordion:concordion:1.4.6
ognl:ognl:2.6.9,org.grails:grails-webflow:1.3.6
ognl:ognl:2.6.9,org.milyn:milyn-smooks-templating:1.1.2
ognl:ognl:2.6.9,org.mybatis:mybatis:3.0.6
ognl:ognl:2.6.9,org.springframework:spring-binding:1.0.5
ognl:ognl:2.6.9,org.springframework:spring-webflow:1.0.3
ognl:ognl:2.6.9,org.springframework.webflow:org.springframework.binding:2.0.0.RELEASE
ognl:ognl:2.6.9,org.springframework.webflow:org.springframework.webflow:2.0.1.RELEASE
ognl:ognl:2.6.9,org.springframework.webflow:spring-binding:2.2.0.RELEASE
ognl:ognl:2.6.9,org.springframework.webflow:spring-webflow:2.2.0.RELEASE
ognl:ognl:2.6.9,org.unitils:unitils:1.0
ognl:ognl:2.6.9,org.unitils:unitils-core:3.4
org.springframework:spring-webmvc:3.0.5.RELEASE,ch.ralscha:extdirectspring:1.0.5
org.springframework:spring-webmvc:3.0.5.RELEASE,com.github.greengerong:green.monitor:1.2
org.springframework:spring-webmvc:3.0.5.RELEASE,com.github.inspektr:inspektr-support-spring:1.0.5.GA
org.springframework:spring-webmvc:3.0.5.RELEASE,com.github.sps.mustache:mustache-spring-view:1.0
org.springframework:spring-webmvc:3.0.5.RELEASE,com.googlecode.rapid-framework:rapid-core:4.0.4
org.springframework:spring-webmvc:3.0.5.RELEASE,com.indeed:proctor-webapp-library:1.0.11
org.springframework:spring-webmvc:3.0.5.RELEASE,com.maximaconsulting:wscreator:1.0
org.springframework:spring-webmvc:3.0.5.RELEASE,com.watchitlater:spring-stringtemplate:1.5.1
org.springframework:spring-webmvc:3.0.5.RELEASE,it.micegroup:displaytag:2.2
org.springframework:spring-webmvc:3.0.5.RELEASE,it.micegroup.displaytag:displaytag:2.0
org.springframework:spring-webmvc:3.0.5.RELEASE,net.awired.ajsl:ajsl-web:0.4
org.springframework:spring-webmvc:3.0.5.RELEASE,net.jade-dungeon:javautils-dao:0.1.15
org.springframework:spring-webmvc:3.0.5.RELEASE,net.jade-dungeon:javautils-web:0.1.15
org.springframework:spring-webmvc:3.0.5.RELEASE,net.mailjimp:mailjimp-webhook:0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,net.northfuse:resources-ext:1.0.M1
org.springframework:spring-webmvc:3.0.5.RELEASE,net.northfuse.sfop:sfop:0.2.1
org.springframework:spring-webmvc:3.0.5.RELEASE,net.sf.gwt-widget:gwt-sl:1.3-RC1
org.springframework:spring-webmvc:3.0.5.RELEASE,net.sf.jsog:jsog:0.34
org.springframework:spring-webmvc:3.0.5.RELEASE,nz.net.catalyst:mobile-dds:1.1.0
org.springframework:spring-webmvc:3.0.5.RELEASE,org.apache.vysper:vysper-admin-console:0.7
org.springframework:spring-webmvc:3.0.5.RELEASE,org.aperteworkflow:integration:3.0-beta1
org.springframework:spring-webmvc:3.0.5.RELEASE,org.aperteworkflow:integration-interface:3.0-beta1
org.springframework:spring-webmvc:3.0.5.RELEASE,org.aperteworkflow:webapi:3.0-beta1
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appfuse:appfuse-web-common:2.1.0
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.batch:appverse-web-modules-backend-batch:1.0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.core.api:appverse-web-modules-backend-core-api:1.0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.core.cache:appverse-web-modules-backend-core-cache:1.0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.core.persistence:appverse-web-modules-backend-core-persistence:1.0.1
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.core.ws:appverse-web-modules-backend-core-ws:1.0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.frontfacade.gxt:appverse-web-modules-backend-frontfacade-gxt:1.0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,org.appverse.web.framework.modules.backend.frontfacade.json:appverse-web-modules-backend-frontfacade-json:1.0.2
org.springframework:spring-webmvc:3.0.5.RELEASE,org.broadleafcommerce:broadleaf-common:1.6.0-GA
